file_name,url,audio_duration
STT_KH0001_0019_86481_to_91105,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0019_86481_to_91105.wav,4.624
STT_KH0001_0020_91493_to_96125,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0020_91493_to_96125.wav,4.632
STT_KH0001_0021_96125_to_100757,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0021_96125_to_100757.wav,4.632
STT_KH0001_0022_100806_to_105256,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0022_100806_to_105256.wav,4.45
STT_KH0001_0023_105256_to_109706,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0023_105256_to_109706.wav,4.45
STT_KH0001_0024_109706_to_114156,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0024_109706_to_114156.wav,4.45
STT_KH0001_0025_114156_to_118606,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0025_114156_to_118606.wav,4.45
STT_KH0001_0026_118606_to_123056,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0026_118606_to_123056.wav,4.45
STT_KH0001_0027_123056_to_127506,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0027_123056_to_127506.wav,4.45
STT_KH0001_0028_127506_to_131956,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0028_127506_to_131956.wav,4.45
STT_KH0001_0029_131956_to_136406,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0029_131956_to_136406.wav,4.45
STT_KH0001_0030_136406_to_140856,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0030_136406_to_140856.wav,4.45
STT_KH0001_0031_140856_to_145306,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0031_140856_to_145306.wav,4.45
STT_KH0001_0032_145306_to_149756,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0032_145306_to_149756.wav,4.45
STT_KH0001_0033_149756_to_154206,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0033_149756_to_154206.wav,4.45
STT_KH0001_0034_154206_to_158656,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0034_154206_to_158656.wav,4.45
STT_KH0001_0035_158656_to_163106,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0035_158656_to_163106.wav,4.45
STT_KH0001_0036_163106_to_167556,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0036_163106_to_167556.wav,4.45
STT_KH0001_0037_167556_to_172006,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0037_167556_to_172006.wav,4.45
STT_KH0001_0038_172134_to_177354,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0038_172134_to_177354.wav,5.22
STT_KH0001_0039_177354_to_182574,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0039_177354_to_182574.wav,5.22
STT_KH0001_0040_182574_to_187794,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0040_182574_to_187794.wav,5.22
STT_KH0001_0041_187794_to_193014,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0041_187794_to_193014.wav,5.22
STT_KH0001_0042_193014_to_198234,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0042_193014_to_198234.wav,5.22
STT_KH0001_0043_198234_to_203454,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0043_198234_to_203454.wav,5.22
STT_KH0001_0044_203454_to_208674,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0044_203454_to_208674.wav,5.22
STT_KH0001_0045_208674_to_213894,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0045_208674_to_213894.wav,5.22
STT_KH0001_0046_213894_to_219114,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0046_213894_to_219114.wav,5.22
STT_KH0001_0047_219114_to_224333,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0047_219114_to_224333.wav,5.219
STT_KH0001_0048_224333_to_229553,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0048_224333_to_229553.wav,5.22
STT_KH0001_0049_229553_to_234773,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0049_229553_to_234773.wav,5.22
STT_KH0001_0050_234773_to_239993,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0050_234773_to_239993.wav,5.22
STT_KH0001_0051_239993_to_245213,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0051_239993_to_245213.wav,5.22
STT_KH0001_0052_245213_to_250433,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0052_245213_to_250433.wav,5.22
STT_KH0001_0053_250433_to_255653,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0053_250433_to_255653.wav,5.22
STT_KH0001_0054_255754_to_263108,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0054_255754_to_263108.wav,7.354
STT_KH0001_0055_263108_to_270461,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0055_263108_to_270461.wav,7.353
STT_KH0001_0056_270461_to_277814,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0056_270461_to_277814.wav,7.353
STT_KH0001_0057_277814_to_285167,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0057_277814_to_285167.wav,7.353
STT_KH0001_0058_286045_to_290302,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0058_286045_to_290302.wav,4.257
STT_KH0001_0059_290302_to_294559,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0059_290302_to_294559.wav,4.257
STT_KH0001_0060_294559_to_298816,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0060_294559_to_298816.wav,4.257
STT_KH0001_0061_298816_to_303073,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0061_298816_to_303073.wav,4.257
STT_KH0001_0062_303073_to_307330,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0062_303073_to_307330.wav,4.257
STT_KH0001_0063_307330_to_311587,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0063_307330_to_311587.wav,4.257
STT_KH0001_0064_311587_to_315844,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0064_311587_to_315844.wav,4.257
STT_KH0001_0065_315844_to_320101,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0065_315844_to_320101.wav,4.257
STT_KH0001_0066_320101_to_324358,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0066_320101_to_324358.wav,4.257
STT_KH0001_0067_324358_to_328615,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0067_324358_to_328615.wav,4.257
STT_KH0001_0068_328615_to_332872,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0068_328615_to_332872.wav,4.257
STT_KH0001_0069_332872_to_337129,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0069_332872_to_337129.wav,4.257
STT_KH0001_0070_337129_to_341386,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0070_337129_to_341386.wav,4.257
STT_KH0001_0071_341386_to_345643,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0071_341386_to_345643.wav,4.257
STT_KH0001_0072_345643_to_349900,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0072_345643_to_349900.wav,4.257
STT_KH0001_0073_349900_to_354157,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0073_349900_to_354157.wav,4.257
STT_KH0001_0074_354157_to_358414,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0074_354157_to_358414.wav,4.257
STT_KH0001_0075_358414_to_362671,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0075_358414_to_362671.wav,4.257
STT_KH0001_0076_362671_to_366928,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0076_362671_to_366928.wav,4.257
STT_KH0001_0077_366928_to_371185,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0077_366928_to_371185.wav,4.257
STT_KH0001_0078_371185_to_375442,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0078_371185_to_375442.wav,4.257
STT_KH0001_0079_375442_to_379699,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0079_375442_to_379699.wav,4.257
STT_KH0001_0080_379699_to_383956,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0080_379699_to_383956.wav,4.257
STT_KH0001_0081_383956_to_388213,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0081_383956_to_388213.wav,4.257
STT_KH0001_0082_388213_to_392470,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0082_388213_to_392470.wav,4.257
STT_KH0001_0083_392470_to_396727,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0083_392470_to_396727.wav,4.257
STT_KH0001_0084_396727_to_400984,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0084_396727_to_400984.wav,4.257
STT_KH0001_0085_400984_to_405241,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0085_400984_to_405241.wav,4.257
STT_KH0001_0086_405241_to_409498,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0086_405241_to_409498.wav,4.257
STT_KH0001_0087_409498_to_413755,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0087_409498_to_413755.wav,4.257
STT_KH0001_0088_413755_to_418012,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0088_413755_to_418012.wav,4.257
STT_KH0001_0089_418012_to_422269,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0089_418012_to_422269.wav,4.257
STT_KH0001_0090_422365_to_424509,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0090_422365_to_424509.wav,2.144
STT_KH0001_0091_428381_to_435645,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0091_428381_to_435645.wav,7.264
STT_KH0001_0092_435645_to_442909,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0092_435645_to_442909.wav,7.264
STT_KH0001_0093_442941_to_449309,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0093_442941_to_449309.wav,6.368
STT_KH0001_0094_449565_to_455901,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0094_449565_to_455901.wav,6.336
STT_KH0001_0095_458305_to_464532,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0095_458305_to_464532.wav,6.227
STT_KH0001_0096_464532_to_470759,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0096_464532_to_470759.wav,6.227
STT_KH0001_0097_471096_to_477795,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0097_471096_to_477795.wav,6.699
STT_KH0001_0098_477795_to_484495,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0098_477795_to_484495.wav,6.7
STT_KH0001_0099_484495_to_491194,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0099_484495_to_491194.wav,6.699
STT_KH0001_0100_491194_to_497894,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0100_491194_to_497894.wav,6.7
STT_KH0001_0101_497894_to_504593,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0101_497894_to_504593.wav,6.699
STT_KH0001_0102_504593_to_511292,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0102_504593_to_511292.wav,6.699
STT_KH0001_0103_511292_to_517992,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0103_511292_to_517992.wav,6.7
STT_KH0001_0104_517992_to_524691,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0104_517992_to_524691.wav,6.699
STT_KH0001_0105_524961_to_531517,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0105_524961_to_531517.wav,6.556
STT_KH0001_0106_531517_to_538073,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0106_531517_to_538073.wav,6.556
STT_KH0001_0107_538461_to_544266,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0107_538461_to_544266.wav,5.805
STT_KH0001_0108_544266_to_550071,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0108_544266_to_550071.wav,5.805
STT_KH0001_0109_550662_to_554758,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0109_550662_to_554758.wav,4.096
STT_KH0001_0110_554758_to_558855,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0110_554758_to_558855.wav,4.097
STT_KH0001_0111_558855_to_562951,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0111_558855_to_562951.wav,4.096
STT_KH0001_0112_562951_to_567047,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0112_562951_to_567047.wav,4.096
STT_KH0001_0113_567435_to_573307,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0113_567435_to_573307.wav,5.872
STT_KH0001_0114_573307_to_579179,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0114_573307_to_579179.wav,5.872
STT_KH0001_0115_579179_to_585051,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0115_579179_to_585051.wav,5.872
STT_KH0001_0116_585051_to_590923,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0116_585051_to_590923.wav,5.872
STT_KH0001_0117_590923_to_596795,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0117_590923_to_596795.wav,5.872
STT_KH0001_0118_596795_to_602667,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0118_596795_to_602667.wav,5.872
STT_KH0001_0119_602667_to_608539,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0119_602667_to_608539.wav,5.872
STT_KH0001_0120_608539_to_614411,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0120_608539_to_614411.wav,5.872
STT_KH0001_0121_615495_to_622203,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0121_615495_to_622203.wav,6.708
STT_KH0001_0122_622203_to_628911,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0122_622203_to_628911.wav,6.708
STT_KH0001_0123_629569_to_636699,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0123_629569_to_636699.wav,7.13
STT_KH0001_0124_636699_to_643829,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0124_636699_to_643829.wav,7.13
STT_KH0001_0125_643997_to_649579,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0125_643997_to_649579.wav,5.582
STT_KH0001_0126_649579_to_655160,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0126_649579_to_655160.wav,5.581
STT_KH0001_0127_655160_to_660742,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0127_655160_to_660742.wav,5.582
STT_KH0001_0128_660742_to_666323,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0128_660742_to_666323.wav,5.581
STT_KH0001_0129_666812_to_671124,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0129_666812_to_671124.wav,4.312
STT_KH0001_0130_671124_to_675435,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0130_671124_to_675435.wav,4.311
STT_KH0001_0131_675705_to_683400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0131_675705_to_683400.wav,7.695
STT_KH0001_0132_683654_to_688227,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0132_683654_to_688227.wav,4.573
STT_KH0001_0133_688227_to_692800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0133_688227_to_692800.wav,4.573
STT_KH0001_0134_692800_to_697373,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0134_692800_to_697373.wav,4.573
STT_KH0001_0135_697373_to_701946,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0135_697373_to_701946.wav,4.573
STT_KH0001_0136_701946_to_706519,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0136_701946_to_706519.wav,4.573
STT_KH0001_0137_706519_to_711092,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0137_706519_to_711092.wav,4.573
STT_KH0001_0138_711092_to_715665,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0138_711092_to_715665.wav,4.573
STT_KH0001_0139_715665_to_720239,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0139_715665_to_720239.wav,4.574
STT_KH0001_0140_726685_to_732287,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0140_726685_to_732287.wav,5.602
STT_KH0001_0141_732287_to_737890,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0141_732287_to_737890.wav,5.603
STT_KH0001_0142_738059_to_744724,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0142_738059_to_744724.wav,6.665
STT_KH0001_0143_744724_to_751390,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0143_744724_to_751390.wav,6.666
STT_KH0001_0144_751390_to_758055,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0144_751390_to_758055.wav,6.665
STT_KH0001_0145_758055_to_764721,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0145_758055_to_764721.wav,6.666
STT_KH0001_0146_764907_to_769115,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0146_764907_to_769115.wav,4.208
STT_KH0001_0147_769115_to_773323,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0147_769115_to_773323.wav,4.208
STT_KH0001_0148_773323_to_777531,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0148_773323_to_777531.wav,4.208
STT_KH0001_0149_777531_to_781739,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0149_777531_to_781739.wav,4.208
STT_KH0001_0150_781803_to_785005,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0150_781803_to_785005.wav,3.202
STT_KH0001_0151_787536_to_793736,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0151_787536_to_793736.wav,6.2
STT_KH0001_0152_793736_to_799936,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0152_793736_to_799936.wav,6.2
STT_KH0001_0153_799936_to_806136,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0153_799936_to_806136.wav,6.2
STT_KH0001_0154_806136_to_812336,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0154_806136_to_812336.wav,6.2
STT_KH0001_0155_812400_to_819396,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0155_812400_to_819396.wav,6.996
STT_KH0001_0156_819683_to_825572,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0156_819683_to_825572.wav,5.889
STT_KH0001_0157_827597_to_835500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0157_827597_to_835500.wav,7.903
STT_KH0001_0158_835500_to_843402,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0158_835500_to_843402.wav,7.902
STT_KH0001_0159_843402_to_851305,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0159_843402_to_851305.wav,7.903
STT_KH0001_0160_851305_to_859208,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0001_0160_851305_to_859208.wav,7.903
STT_KH0002_0001_554_to_5642,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0001_554_to_5642.wav,5.088
STT_KH0002_0002_15914_to_18698,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0002_15914_to_18698.wav,2.784
STT_KH0002_0003_18730_to_21290,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0003_18730_to_21290.wav,2.56
STT_KH0002_0004_21354_to_23754,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0004_21354_to_23754.wav,2.4
STT_KH0002_0005_23882_to_30442,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0005_23882_to_30442.wav,6.56
STT_KH0002_0006_30474_to_34218,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0006_30474_to_34218.wav,3.744
STT_KH0002_0007_34282_to_36650,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0007_34282_to_36650.wav,2.368
STT_KH0002_0008_37674_to_40234,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0008_37674_to_40234.wav,2.56
STT_KH0002_0009_42762_to_44810,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0009_42762_to_44810.wav,2.048
STT_KH0002_0010_46282_to_49482,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0010_46282_to_49482.wav,3.2
STT_KH0002_0011_49610_to_54906,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0011_49610_to_54906.wav,5.296
STT_KH0002_0012_54906_to_60202,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0012_54906_to_60202.wav,5.296
STT_KH0002_0013_62634_to_66922,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0013_62634_to_66922.wav,4.288
STT_KH0002_0014_67082_to_74058,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0014_67082_to_74058.wav,6.976
STT_KH0002_0015_74090_to_76810,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0015_74090_to_76810.wav,2.72
STT_KH0002_0016_77149_to_84029,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0016_77149_to_84029.wav,6.88
STT_KH0002_0017_84157_to_87613,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0017_84157_to_87613.wav,3.456
STT_KH0002_0018_89687_to_94135,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0018_89687_to_94135.wav,4.448
STT_KH0002_0019_96407_to_101111,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0019_96407_to_101111.wav,4.704
STT_KH0002_0020_101495_to_108279,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0020_101495_to_108279.wav,6.784
STT_KH0002_0021_108599_to_111827,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0021_108599_to_111827.wav,3.228
STT_KH0002_0022_113059_to_118729,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0022_113059_to_118729.wav,5.67
STT_KH0002_0023_119337_to_127099,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0023_119337_to_127099.wav,7.762
STT_KH0002_0024_127673_to_133689,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0024_127673_to_133689.wav,6.016
STT_KH0002_0025_135257_to_141241,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0025_135257_to_141241.wav,5.984
STT_KH0002_0026_141721_to_148841,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0026_141721_to_148841.wav,7.12
STT_KH0002_0027_148841_to_155961,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0027_148841_to_155961.wav,7.12
STT_KH0002_0028_157913_to_164137,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0028_157913_to_164137.wav,6.224
STT_KH0002_0029_164137_to_170361,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0029_164137_to_170361.wav,6.224
STT_KH0002_0030_170585_to_172761,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0030_170585_to_172761.wav,2.176
STT_KH0002_0031_172921_to_177881,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0031_172921_to_177881.wav,4.96
STT_KH0002_0032_179737_to_183737,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0002_0032_179737_to_183737.wav,4.0
STT_KH0003_0001_1374_to_4190,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0003_0001_1374_to_4190.wav,2.816
STT_KH0003_0002_4446_to_6910,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_KH0003_0002_4446_to_6910.wav,2.464
